"electorate","province_code","district_code","district_number","pc_code","pc_number","ps_code","ps_type","prelim_reporting"
"General","32","3207","07","3207153","153","3207153-02","F","YES"
"General","32","3207","07","3207154","154","3207154-01","M","YES"
"General","32","3207","07","3207155","155","3207155-01","M","YES"
"General","32","3207","07","3207155","155","3207155-02","F","YES"
"General","32","3207","07","3207156","156","3207156-01","M","YES"
"General","32","3207","07","3207156","156","3207156-02","F","YES"
"General","32","3207","07","3207157","157","3207157-01","M","YES"
"General","32","3207","07","3207157","157","3207157-02","F","YES"
"General","32","3207","07","3207158","158","3207158-01","M","YES"
"General","32","3207","07","3207158","158","3207158-02","F","YES"
"General","32","3207","07","3207159","159","3207159-01","M","YES"
"General","32","3207","07","3207159","159","3207159-02","F","YES"
"General","32","3207","07","3207160","160","3207160-01","M","YES"
"General","32","3207","07","3207160","160","3207160-02","F","YES"
"General","32","3207","07","3207161","161","3207161-01","M","YES"
"General","32","3207","07","3207161","161","3207161-02","F","YES"
"General","32","3207","07","3207162","162","3207162-01","M","YES"
"General","32","3207","07","3207162","162","3207162-02","F","YES"
"General","33","3301","01","3301001","001","3301001-01","M","YES"
"General","33","3301","01","3301001","001","3301001-02","M","YES"
"General","33","3301","01","3301001","001","3301001-03","F","YES"
"General","33","3301","01","3301002","002","3301002-01","M","YES"
"General","33","3301","01","3301002","002","3301002-02","M","YES"
"General","33","3301","01","3301002","002","3301002-03","F","YES"
"General","33","3301","01","3301003","003","3301003-01","M","YES"
"General","33","3301","01","3301003","003","3301003-02","M","YES"
"General","33","3301","01","3301003","003","3301003-03","F","YES"
"General","33","3301","01","3301005","005","3301005-01","M","YES"
"General","33","3301","01","3301005","005","3301005-02","M","YES"
"General","33","3301","01","3301005","005","3301005-03","F","YES"
"General","33","3301","01","3301007","007","3301007-01","M","YES"
"General","33","3301","01","3301007","007","3301007-02","F","YES"
"General","33","3302","02","3302020","020","3302020-01","M","YES"
"General","33","3302","02","3302020","020","3302020-02","M","YES"
"General","33","3302","02","3302020","020","3302020-03","F","YES"
"General","33","3302","02","3302021","021","3302021-01","M","YES"
"General","33","3302","02","3302021","021","3302021-02","M","YES"
"General","33","3302","02","3302021","021","3302021-03","F","YES"
"General","33","3302","02","3302023","023","3302023-01","M","YES"
"General","33","3302","02","3302023","023","3302023-02","M","YES"
"General","33","3302","02","3302023","023","3302023-03","F","YES"
"General","33","3302","02","3302024","024","3302024-01","M","YES"
"General","33","3302","02","3302024","024","3302024-02","F","YES"
"General","33","3302","02","3302025","025","3302025-01","M","YES"
"General","33","3302","02","3302025","025","3302025-02","F","YES"
"General","33","3302","02","3302026","026","3302026-01","M","YES"
"General","33","3302","02","3302026","026","3302026-02","F","YES"
"General","33","3302","02","3302027","027","3302027-01","M","YES"
"General","33","3302","02","3302027","027","3302027-02","F","YES"
"General","33","3302","02","3302028","028","3302028-01","M","YES"
"General","33","3302","02","3302028","028","3302028-02","F","YES"
"General","33","3303","03","3303029","029","3303029-01","M","YES"
"General","33","3303","03","3303029","029","3303029-02","F","YES"
"General","33","3303","03","3303030","030","3303030-01","M","YES"
"General","33","3303","03","3303030","030","3303030-02","M","YES"
"General","33","3303","03","3303031","031","3303031-01","M","YES"
"General","33","3303","03","3303031","031","3303031-02","F","YES"
"General","33","3303","03","3303033","033","3303033-01","M","YES"
"General","33","3303","03","3303033","033","3303033-02","F","YES"
"General","33","3303","03","3303034","034","3303034-01","M","YES"
"General","33","3303","03","3303034","034","3303034-02","M","YES"
"General","33","3303","03","3303034","034","3303034-03","F","YES"
"General","33","3303","03","3303036","036","3303036-01","M","YES"
"General","33","3303","03","3303036","036","3303036-02","M","YES"
"General","33","3303","03","3303037","037","3303037-01","F","YES"
"General","33","3303","03","3303037","037","3303037-02","F","YES"
"General","33","3303","03","3303038","038","3303038-01","M","YES"
"General","33","3303","03","3303038","038","3303038-02","F","YES"
"General","33","3303","03","3303039","039","3303039-01","M","YES"
"General","33","3303","03","3303039","039","3303039-02","F","YES"
"General","33","3303","03","3303040","040","3303040-01","M","YES"
"General","33","3303","03","3303040","040","3303040-02","F","YES"
"General","33","3303","03","3303041","041","3303041-01","M","YES"
"General","33","3303","03","3303041","041","3303041-02","F","YES"
"General","33","3303","03","3303042","042","3303042-01","M","YES"
"General","33","3303","03","3303042","042","3303042-02","F","YES"
"General","33","3304","04","3304043","043","3304043-01","M","YES"
"General","33","3304","04","3304043","043","3304043-02","M","YES"
"General","33","3304","04","3304043","043","3304043-03","F","YES"
"General","33","3304","04","3304045","045","3304045-01","M","YES"
"General","33","3304","04","3304045","045","3304045-02","M","YES"
"General","33","3304","04","3304045","045","3304045-03","F","YES"
"General","33","3304","04","3304046","046","3304046-01","M","YES"
"General","33","3304","04","3304046","046","3304046-02","M","YES"
"General","33","3304","04","3304046","046","3304046-03","F","YES"
"General","33","3304","04","3304047","047","3304047-01","M","YES"
"General","33","3304","04","3304047","047","3304047-02","F","YES"
"General","33","3304","04","3304048","048","3304048-01","M","YES"
"General","33","3304","04","3304048","048","3304048-02","F","YES"
"General","33","3304","04","3304049","049","3304049-01","M","YES"
"General","33","3304","04","3304049","049","3304049-02","F","YES"
"General","33","3304","04","3304050","050","3304050-01","M","YES"
"General","33","3304","04","3304050","050","3304050-02","M","YES"
"General","33","3304","04","3304050","050","3304050-03","F","YES"
"General","33","3304","04","3304052","052","3304052-01","M","YES"
"General","33","3304","04","3304052","052","3304052-02","F","YES"
"General","33","3304","04","3304054","054","3304054-01","M","YES"
"General","33","3304","04","3304054","054","3304054-02","M","YES"
"General","33","3304","04","3304054","054","3304054-03","F","YES"
"General","33","3304","04","3304056","056","3304056-01","M","YES"
"General","33","3304","04","3304056","056","3304056-02","F","YES"
"General","33","3304","04","3304057","057","3304057-01","M","YES"
"General","33","3304","04","3304057","057","3304057-02","F","YES"
"General","33","3304","04","3304058","058","3304058-01","M","YES"
"General","33","3304","04","3304058","058","3304058-02","F","YES"
"General","33","3304","04","3304059","059","3304059-01","M","YES"
"General","33","3304","04","3304059","059","3304059-02","F","YES"
"General","33","3304","04","3304061","061","3304061-01","M","YES"
"General","33","3304","04","3304061","061","3304061-02","F","YES"
"General","33","3304","04","3304063","063","3304063-01","M","YES"
"General","33","3304","04","3304063","063","3304063-02","F","YES"
"General","33","3304","04","3304064","064","3304064-01","M","YES"
"General","33","3304","04","3304064","064","3304064-02","F","YES"
"General","33","3305","05","3305009","009","3305009-01","M","YES"
"General","33","3305","05","3305009","009","3305009-02","M","YES"
"General","33","3305","05","3305009","009","3305009-03","F","YES"
"General","33","3305","05","3305009","009","3305009-04","F","YES"
"General","33","3305","05","3305010","010","3305010-01","M","YES"
"General","33","3305","05","3305010","010","3305010-02","M","YES"
"General","33","3305","05","3305010","010","3305010-03","F","YES"
"General","33","3305","05","3305011","011","3305011-01","F","YES"
"General","33","3305","05","3305011","011","3305011-02","F","YES"
"General","33","3305","05","3305012","012","3305012-01","M","YES"
"General","33","3305","05","3305012","012","3305012-02","M","YES"
"General","33","3305","05","3305014","014","3305014-01","M","YES"
"General","33","3305","05","3305014","014","3305014-02","M","YES"
"General","33","3305","05","3305014","014","3305014-03","F","YES"
"General","33","3305","05","3305015","015","3305015-01","M","YES"
"General","33","3305","05","3305015","015","3305015-02","F","YES"
"General","33","3305","05","3305016","016","3305016-01","M","YES"
"General","33","3305","05","3305016","016","3305016-02","F","YES"
"General","33","3305","05","3305017","017","3305017-01","M","YES"
"General","33","3305","05","3305017","017","3305017-02","F","YES"
"General","33","3305","05","3305018","018","3305018-01","M","YES"
"General","33","3305","05","3305018","018","3305018-02","F","YES"
"General","33","3306","06","3306084","084","3306084-01","M","YES"
"General","33","3306","06","3306084","084","3306084-02","F","YES"
"General","33","3306","06","3306085","085","3306085-01","M","YES"
"General","33","3306","06","3306087","087","3306087-01","M","YES"
"General","33","3306","06","3306087","087","3306087-02","M","YES"
"General","33","3306","06","3306087","087","3306087-03","F","YES"
"General","33","3306","06","3306088","088","3306088-01","M","YES"
"General","33","3306","06","3306088","088","3306088-02","M","YES"
"General","33","3306","06","3306088","088","3306088-03","F","YES"
"General","33","3306","06","3306089","089","3306089-01","M","YES"
"General","33","3306","06","3306089","089","3306089-02","F","YES"
"General","33","3306","06","3306090","090","3306090-01","M","YES"
"General","33","3306","06","3306090","090","3306090-02","M","YES"
"General","33","3306","06","3306090","090","3306090-03","F","YES"
"General","33","3307","07","3307066","066","3307066-01","M","YES"
"General","33","3307","07","3307066","066","3307066-02","F","YES"
"General","33","3307","07","3307068","068","3307068-01","M","YES"
"General","33","3307","07","3307068","068","3307068-02","F","YES"
"General","33","3307","07","3307069","069","3307069-01","M","YES"
"General","33","3307","07","3307069","069","3307069-02","M","YES"
"General","33","3307","07","3307069","069","3307069-03","F","YES"
"General","33","3307","07","3307073","073","3307073-01","M","YES"
"General","33","3307","07","3307073","073","3307073-02","F","YES"
"General","33","3307","07","3307074","074","3307074-01","M","YES"
"General","33","3307","07","3307075","075","3307075-01","M","YES"
"General","33","3307","07","3307075","075","3307075-02","F","YES"
"General","33","3307","07","3307076","076","3307076-01","M","YES"
"General","33","3307","07","3307076","076","3307076-02","F","YES"
"General","33","3307","07","3307077","077","3307077-01","M","YES"
"General","33","3307","07","3307077","077","3307077-02","F","YES"
"General","33","3307","07","3307078","078","3307078-01","M","YES"
"General","33","3307","07","3307078","078","3307078-02","F","YES"
"General","33","3307","07","3307079","079","3307079-01","M","YES"
"General","33","3307","07","3307079","079","3307079-02","F","YES"
"General","33","3307","07","3307080","080","3307080-01","M","YES"
"General","33","3307","07","3307080","080","3307080-02","F","YES"
"General","33","3307","07","3307081","081","3307081-01","M","YES"
"General","33","3307","07","3307081","081","3307081-02","F","YES"
"General","33","3307","07","3307082","082","3307082-01","M","YES"
"General","33","3307","07","3307082","082","3307082-02","F","YES"
"General","33","3307","07","3307082","082","3307082-03","M","YES"
"General","33","3307","07","3307083","083","3307083-01","M","YES"
"General","33","3307","07","3307083","083","3307083-02","F","YES"
"General","34","3401","01","3401001","001","3401001-01","M","YES"
"General","34","3401","01","3401001","001","3401001-02","M","YES"
"General","34","3401","01","3401001","001","3401001-03","F","YES"
"General","34","3401","01","3401001","001","3401001-04","F","YES"
"General","34","3401","01","3401001","001","3401001-05","M","YES"
"General","34","3401","01","3401002","002","3401002-01","M","YES"
