"province_code","province_name_eng","candidate_code","candidate_name_eng","candidate_name_dari","candidate_name_pashto"
3,"Parwan","1-1368-178","Nasima Neyazai","نسیمه نیازی ","نسیمه نیازی "
3,"Parwan","35-1755-166","Payenda Gull Ahmadzai","پاینده گل احمدزی","پاینده گل احمدزی"
3,"Parwan","35-1780-1100","Mirwais Hussainkhel","میرویس حسین خیل","میرویس حسین خیل"
3,"Parwan","35-1289-90","Sayed Mohammad Hariq","سید محمد حریق ","سید محمد حریق "
3,"Parwan","35-1441-41","Mohammad Rasool Qalatwal","محمدرسول قلاتوال","محمدرسول قلاتوال"
3,"Parwan","35-1269-88","Abdul Qader Kuchi","عبدالقادر کوچی ","عبدالقادر کوچی "
3,"Parwan","35-1685-23","Nangyalai Lawang","ننګیالی لونګ","ننګیالی لونګ"
3,"Parwan","35-1185-61","Habib Rahman Afghan","حبیب الرحمن افغان ","حبیب الرحمن افغان "
3,"Parwan","35-1441-33","Haji Enayatullah Sahraye","حاجی عنایت الله صحرایی","حاجی عنایت الله صحرایی"
3,"Parwan","35-1468-3052","Zulfaqar Stankizai","ذولفقار   ستانکزی","ذولفقار   ستانکزی"
3,"Parwan","35-1580-178","Afridi Kuchi","افریدی کوچی ","افریدی کوچی "
3,"Parwan","35-1245-1211","Farahnaz Durani","فرحناز درانی ","فرحناز درانی "
3,"Parwan","35-1585-85","Hamida Ahmadzai","حمیده احمدزی","حمیده احمدزی"
3,"Parwan","35-1078-18","Khan Wali Ahmadzai","خان ولی احمدزی","خان ولی احمدزی"
3,"Parwan","35-1325-43","Dawa khan Minapal","دواخان    مینه پال ","دواخان    مینه پال "
3,"Parwan","35-1661-1088","Najibullah Kuchi Isshaqzai","نجیب الله  کوچی اسحاق زی ","نجیب الله  کوچی اسحاق زی "
3,"Parwan","35-1795-139","Awal Gull Ahmadzai","اول گل احمدزی ","اول گل احمدزی "
3,"Parwan","35-1186-17","Haji Ghullam Nabi Kharoti","حاجی غلام نبی خروتی","حاجی غلام نبی خروتی"
3,"Parwan","35-1231-77","Alhaj Shah Wazir Tarakhel","الحاج شاه وزیر تره خیل","الحاج شاه وزیر تره خیل"
3,"Parwan","1-1357-1082","Mohammad Musa Ibrahimkhel","محمد موسی ابراهیم خیل ","محمد موسی ابراهیم خیل "
3,"Parwan","35-1141-25","Amanullah Ahmadzai","امان الله احمدزی","امان الله احمدزی"
3,"Parwan","35-1472-160","Zarghon Shah kakar","زرغون شاه کاکړ","زرغون شاه کاکړ"
3,"Parwan","35-1808-124","Delawar Faizan","دلاور فیضان ","دلاور فیضان "
3,"Parwan","1-1229-208","Pachah Ahmadzai","پاچاه احمدزی","پاچاه احمدزی"
3,"Parwan","1-1662-212","Bibi Lailuma","بی بی لیلمه","بی بی لیلمه"
3,"Parwan","1-1776-210","Haji Khan Mohammad Ahmadzoi","حاجی خان محمد احمدزوی","حاجی خان محمد احمدزوی"
4,"Wardak","35-1672-151","Farzana Kuchi","فرزانه کوچی","فرزانه کوچی"
4,"Wardak","35-1488-3068","Qazi Najibullah Jame","قاضی نجیب الله جامع","قاضی نجیب الله جامع"
4,"Wardak","35-1338-9","Assadullah Ahmadzai","اسدالله احمدزی","اسدالله احمدزی"
4,"Wardak","35-1169-73","Mohammad Khan Katawazai","محمد خان کټوازی","محمد خان کټوازی"
4,"Wardak","35-1687-90","Haji parwiz Arabzadah","حاجی پرویزعرب زاده","حاجی پرویزعرب زاده"
4,"Wardak","1-1417-1026","Mohammad Sediq Kuchi","محمد صدیق کوچی ","محمد صدیق کوچی "
4,"Wardak","35-1494-157","Mirwais Salam","میرویس سلام ","میرویس سلام "
4,"Wardak","35-1077-87","Rahima Taraki","رحیمه تره کی ","رحیمه تره کی "
4,"Wardak","1-1080-172","Mariam Sulaimankhel","مریم سلیمان خیل ","مریم سلیمان خیل "
4,"Wardak","35-1039-54","Ezat Khan Ahmadzai","عزت خان احمدزی","عزت خان احمدزی"
4,"Wardak","35-1439-17","Rasool Khan Kuchi","رسول خان کوچی","رسول خان کوچی"
4,"Wardak","35-1431-127","Mohammad Yousuf Saber","محمد یوسف صابر","محمد یوسف صابر"
4,"Wardak","35-1137-95","Dr Mansoor Mullakhel","داکتر منصور ملاخیل ","داکتر منصور ملاخیل "
4,"Wardak","35-1569-1194","Karima Shamrez Hotak","کریمه شمعریز هوتک ","کریمه شمعریز هوتک "
4,"Wardak","35-1077-26","Shir Ahmad Sawabdar","شیراحمد صوبدار","شیراحمد صوبدار"
4,"Wardak","35-1509-83","Mohammad Nabi Kuchi","محمد نبی کوچی","محمد نبی کوچی"
4,"Wardak","35-1186-15","Alhaj Haidar Jan Nayemzoi","الحاج حیدر جان نعیم زوی","الحاج حیدر جان نعیم زوی"
4,"Wardak","35-1021-2","Khanzada Afghan","خانزاده افغان ","خانزاده افغان "
4,"Wardak","1-1368-178","Nasima Neyazai","نسیمه نیازی ","نسیمه نیازی "
4,"Wardak","35-1755-166","Payenda Gull Ahmadzai","پاینده گل احمدزی","پاینده گل احمدزی"
4,"Wardak","35-1780-1100","Mirwais Hussainkhel","میرویس حسین خیل","میرویس حسین خیل"
4,"Wardak","35-1289-90","Sayed Mohammad Hariq","سید محمد حریق ","سید محمد حریق "
4,"Wardak","35-1441-41","Mohammad Rasool Qalatwal","محمدرسول قلاتوال","محمدرسول قلاتوال"
4,"Wardak","35-1269-88","Abdul Qader Kuchi","عبدالقادر کوچی ","عبدالقادر کوچی "
4,"Wardak","35-1685-23","Nangyalai Lawang","ننګیالی لونګ","ننګیالی لونګ"
4,"Wardak","35-1185-61","Habib Rahman Afghan","حبیب الرحمن افغان ","حبیب الرحمن افغان "
4,"Wardak","35-1441-33","Haji Enayatullah Sahraye","حاجی عنایت الله صحرایی","حاجی عنایت الله صحرایی"
4,"Wardak","35-1468-3052","Zulfaqar Stankizai","ذولفقار   ستانکزی","ذولفقار   ستانکزی"
4,"Wardak","35-1580-178","Afridi Kuchi","افریدی کوچی ","افریدی کوچی "
4,"Wardak","35-1245-1211","Farahnaz Durani","فرحناز درانی ","فرحناز درانی "
4,"Wardak","35-1585-85","Hamida Ahmadzai","حمیده احمدزی","حمیده احمدزی"
4,"Wardak","35-1078-18","Khan Wali Ahmadzai","خان ولی احمدزی","خان ولی احمدزی"
4,"Wardak","35-1325-43","Dawa khan Minapal","دواخان    مینه پال ","دواخان    مینه پال "
4,"Wardak","35-1661-1088","Najibullah Kuchi Isshaqzai","نجیب الله  کوچی اسحاق زی ","نجیب الله  کوچی اسحاق زی "
4,"Wardak","35-1795-139","Awal Gull Ahmadzai","اول گل احمدزی ","اول گل احمدزی "
4,"Wardak","35-1186-17","Haji Ghullam Nabi Kharoti","حاجی غلام نبی خروتی","حاجی غلام نبی خروتی"
4,"Wardak","35-1231-77","Alhaj Shah Wazir Tarakhel","الحاج شاه وزیر تره خیل","الحاج شاه وزیر تره خیل"
4,"Wardak","1-1357-1082","Mohammad Musa Ibrahimkhel","محمد موسی ابراهیم خیل ","محمد موسی ابراهیم خیل "
4,"Wardak","35-1141-25","Amanullah Ahmadzai","امان الله احمدزی","امان الله احمدزی"
4,"Wardak","35-1472-160","Zarghon Shah kakar","زرغون شاه کاکړ","زرغون شاه کاکړ"
4,"Wardak","35-1808-124","Delawar Faizan","دلاور فیضان ","دلاور فیضان "
4,"Wardak","1-1229-208","Pachah Ahmadzai","پاچاه احمدزی","پاچاه احمدزی"
4,"Wardak","1-1662-212","Bibi Lailuma","بی بی لیلمه","بی بی لیلمه"
4,"Wardak","1-1776-210","Haji Khan Mohammad Ahmadzoi","حاجی خان محمد احمدزوی","حاجی خان محمد احمدزوی"
5,"Logar","35-1672-151","Farzana Kuchi","فرزانه کوچی","فرزانه کوچی"
5,"Logar","35-1488-3068","Qazi Najibullah Jame","قاضی نجیب الله جامع","قاضی نجیب الله جامع"
5,"Logar","35-1338-9","Assadullah Ahmadzai","اسدالله احمدزی","اسدالله احمدزی"
5,"Logar","35-1169-73","Mohammad Khan Katawazai","محمد خان کټوازی","محمد خان کټوازی"
5,"Logar","35-1687-90","Haji parwiz Arabzadah","حاجی پرویزعرب زاده","حاجی پرویزعرب زاده"
5,"Logar","1-1417-1026","Mohammad Sediq Kuchi","محمد صدیق کوچی ","محمد صدیق کوچی "
5,"Logar","35-1494-157","Mirwais Salam","میرویس سلام ","میرویس سلام "
5,"Logar","35-1077-87","Rahima Taraki","رحیمه تره کی ","رحیمه تره کی "
5,"Logar","1-1080-172","Mariam Sulaimankhel","مریم سلیمان خیل ","مریم سلیمان خیل "
5,"Logar","35-1039-54","Ezat Khan Ahmadzai","عزت خان احمدزی","عزت خان احمدزی"
5,"Logar","35-1439-17","Rasool Khan Kuchi","رسول خان کوچی","رسول خان کوچی"
5,"Logar","35-1431-127","Mohammad Yousuf Saber","محمد یوسف صابر","محمد یوسف صابر"
5,"Logar","35-1137-95","Dr Mansoor Mullakhel","داکتر منصور ملاخیل ","داکتر منصور ملاخیل "
5,"Logar","35-1569-1194","Karima Shamrez Hotak","کریمه شمعریز هوتک ","کریمه شمعریز هوتک "
5,"Logar","35-1077-26","Shir Ahmad Sawabdar","شیراحمد صوبدار","شیراحمد صوبدار"
5,"Logar","35-1509-83","Mohammad Nabi Kuchi","محمد نبی کوچی","محمد نبی کوچی"
5,"Logar","35-1186-15","Alhaj Haidar Jan Nayemzoi","الحاج حیدر جان نعیم زوی","الحاج حیدر جان نعیم زوی"
5,"Logar","35-1021-2","Khanzada Afghan","خانزاده افغان ","خانزاده افغان "
5,"Logar","1-1368-178","Nasima Neyazai","نسیمه نیازی ","نسیمه نیازی "
5,"Logar","35-1755-166","Payenda Gull Ahmadzai","پاینده گل احمدزی","پاینده گل احمدزی"
5,"Logar","35-1780-1100","Mirwais Hussainkhel","میرویس حسین خیل","میرویس حسین خیل"
5,"Logar","35-1289-90","Sayed Mohammad Hariq","سید محمد حریق ","سید محمد حریق "
5,"Logar","35-1441-41","Mohammad Rasool Qalatwal","محمدرسول قلاتوال","محمدرسول قلاتوال"
5,"Logar","35-1269-88","Abdul Qader Kuchi","عبدالقادر کوچی ","عبدالقادر کوچی "
5,"Logar","35-1685-23","Nangyalai Lawang","ننګیالی لونګ","ننګیالی لونګ"
5,"Logar","35-1185-61","Habib Rahman Afghan","حبیب الرحمن افغان ","حبیب الرحمن افغان "
5,"Logar","35-1441-33","Haji Enayatullah Sahraye","حاجی عنایت الله صحرایی","حاجی عنایت الله صحرایی"
5,"Logar","35-1468-3052","Zulfaqar Stankizai","ذولفقار   ستانکزی","ذولفقار   ستانکزی"
5,"Logar","35-1580-178","Afridi Kuchi","افریدی کوچی ","افریدی کوچی "
5,"Logar","35-1245-1211","Farahnaz Durani","فرحناز درانی ","فرحناز درانی "
5,"Logar","35-1585-85","Hamida Ahmadzai","حمیده احمدزی","حمیده احمدزی"
5,"Logar","35-1078-18","Khan Wali Ahmadzai","خان ولی احمدزی","خان ولی احمدزی"
5,"Logar","35-1325-43","Dawa khan Minapal","دواخان    مینه پال ","دواخان    مینه پال "
5,"Logar","35-1661-1088","Najibullah Kuchi Isshaqzai","نجیب الله  کوچی اسحاق زی ","نجیب الله  کوچی اسحاق زی "
5,"Logar","35-1795-139","Awal Gull Ahmadzai","اول گل احمدزی ","اول گل احمدزی "
5,"Logar","35-1186-17","Haji Ghullam Nabi Kharoti","حاجی غلام نبی خروتی","حاجی غلام نبی خروتی"
5,"Logar","35-1231-77","Alhaj Shah Wazir Tarakhel","الحاج شاه وزیر تره خیل","الحاج شاه وزیر تره خیل"
5,"Logar","1-1357-1082","Mohammad Musa Ibrahimkhel","محمد موسی ابراهیم خیل ","محمد موسی ابراهیم خیل "
5,"Logar","35-1141-25","Amanullah Ahmadzai","امان الله احمدزی","امان الله احمدزی"
5,"Logar","35-1472-160","Zarghon Shah kakar","زرغون شاه کاکړ","زرغون شاه کاکړ"
5,"Logar","35-1808-124","Delawar Faizan","دلاور فیضان ","دلاور فیضان "
5,"Logar","1-1229-208","Pachah Ahmadzai","پاچاه احمدزی","پاچاه احمدزی"
5,"Logar","1-1662-212","Bibi Lailuma","بی بی لیلمه","بی بی لیلمه"
5,"Logar","1-1776-210","Haji Khan Mohammad Ahmadzoi","حاجی خان محمد احمدزوی","حاجی خان محمد احمدزوی"
6,"Nangarhar","35-1672-151","Farzana Kuchi","فرزانه کوچی","فرزانه کوچی"
6,"Nangarhar","35-1488-3068","Qazi Najibullah Jame","قاضی نجیب الله جامع","قاضی نجیب الله جامع"
6,"Nangarhar","35-1338-9","Assadullah Ahmadzai","اسدالله احمدزی","اسدالله احمدزی"
6,"Nangarhar","35-1169-73","Mohammad Khan Katawazai","محمد خان کټوازی","محمد خان کټوازی"
6,"Nangarhar","35-1687-90","Haji parwiz Arabzadah","حاجی پرویزعرب زاده","حاجی پرویزعرب زاده"
6,"Nangarhar","1-1417-1026","Mohammad Sediq Kuchi","محمد صدیق کوچی ","محمد صدیق کوچی "
6,"Nangarhar","35-1494-157","Mirwais Salam","میرویس سلام ","میرویس سلام "
6,"Nangarhar","35-1077-87","Rahima Taraki","رحیمه تره کی ","رحیمه تره کی "
6,"Nangarhar","1-1080-172","Mariam Sulaimankhel","مریم سلیمان خیل ","مریم سلیمان خیل "
6,"Nangarhar","35-1039-54","Ezat Khan Ahmadzai","عزت خان احمدزی","عزت خان احمدزی"
6,"Nangarhar","35-1439-17","Rasool Khan Kuchi","رسول خان کوچی","رسول خان کوچی"
6,"Nangarhar","35-1431-127","Mohammad Yousuf Saber","محمد یوسف صابر","محمد یوسف صابر"
6,"Nangarhar","35-1137-95","Dr Mansoor Mullakhel","داکتر منصور ملاخیل ","داکتر منصور ملاخیل "
6,"Nangarhar","35-1569-1194","Karima Shamrez Hotak","کریمه شمعریز هوتک ","کریمه شمعریز هوتک "
6,"Nangarhar","35-1077-26","Shir Ahmad Sawabdar","شیراحمد صوبدار","شیراحمد صوبدار"
6,"Nangarhar","35-1509-83","Mohammad Nabi Kuchi","محمد نبی کوچی","محمد نبی کوچی"
6,"Nangarhar","35-1186-15","Alhaj Haidar Jan Nayemzoi","الحاج حیدر جان نعیم زوی","الحاج حیدر جان نعیم زوی"
6,"Nangarhar","35-1021-2","Khanzada Afghan","خانزاده افغان ","خانزاده افغان "
6,"Nangarhar","1-1368-178","Nasima Neyazai","نسیمه نیازی ","نسیمه نیازی "
6,"Nangarhar","35-1755-166","Payenda Gull Ahmadzai","پاینده گل احمدزی","پاینده گل احمدزی"
6,"Nangarhar","35-1780-1100","Mirwais Hussainkhel","میرویس حسین خیل","میرویس حسین خیل"
6,"Nangarhar","35-1289-90","Sayed Mohammad Hariq","سید محمد حریق ","سید محمد حریق "
6,"Nangarhar","35-1441-41","Mohammad Rasool Qalatwal","محمدرسول قلاتوال","محمدرسول قلاتوال"
6,"Nangarhar","35-1269-88","Abdul Qader Kuchi","عبدالقادر کوچی ","عبدالقادر کوچی "
6,"Nangarhar","35-1685-23","Nangyalai Lawang","ننګیالی لونګ","ننګیالی لونګ"
6,"Nangarhar","35-1185-61","Habib Rahman Afghan","حبیب الرحمن افغان ","حبیب الرحمن افغان "
6,"Nangarhar","35-1441-33","Haji Enayatullah Sahraye","حاجی عنایت الله صحرایی","حاجی عنایت الله صحرایی"
6,"Nangarhar","35-1468-3052","Zulfaqar Stankizai","ذولفقار   ستانکزی","ذولفقار   ستانکزی"
6,"Nangarhar","35-1580-178","Afridi Kuchi","افریدی کوچی ","افریدی کوچی "
6,"Nangarhar","35-1245-1211","Farahnaz Durani","فرحناز درانی ","فرحناز درانی "
6,"Nangarhar","35-1585-85","Hamida Ahmadzai","حمیده احمدزی","حمیده احمدزی"
6,"Nangarhar","35-1078-18","Khan Wali Ahmadzai","خان ولی احمدزی","خان ولی احمدزی"
6,"Nangarhar","35-1325-43","Dawa khan Minapal","دواخان    مینه پال ","دواخان    مینه پال "
6,"Nangarhar","35-1661-1088","Najibullah Kuchi Isshaqzai","نجیب الله  کوچی اسحاق زی ","نجیب الله  کوچی اسحاق زی "
6,"Nangarhar","35-1795-139","Awal Gull Ahmadzai","اول گل احمدزی ","اول گل احمدزی "
6,"Nangarhar","35-1186-17","Haji Ghullam Nabi Kharoti","حاجی غلام نبی خروتی","حاجی غلام نبی خروتی"
6,"Nangarhar","35-1231-77","Alhaj Shah Wazir Tarakhel","الحاج شاه وزیر تره خیل","الحاج شاه وزیر تره خیل"
6,"Nangarhar","1-1357-1082","Mohammad Musa Ibrahimkhel","محمد موسی ابراهیم خیل ","محمد موسی ابراهیم خیل "
6,"Nangarhar","35-1141-25","Amanullah Ahmadzai","امان الله احمدزی","امان الله احمدزی"
6,"Nangarhar","35-1472-160","Zarghon Shah kakar","زرغون شاه کاکړ","زرغون شاه کاکړ"
6,"Nangarhar","35-1808-124","Delawar Faizan","دلاور فیضان ","دلاور فیضان "
6,"Nangarhar","1-1229-208","Pachah Ahmadzai","پاچاه احمدزی","پاچاه احمدزی"
6,"Nangarhar","1-1662-212","Bibi Lailuma","بی بی لیلمه","بی بی لیلمه"
6,"Nangarhar","1-1776-210","Haji Khan Mohammad Ahmadzoi","حاجی خان محمد احمدزوی","حاجی خان محمد احمدزوی"
7,"Laghman","35-1672-151","Farzana Kuchi","فرزانه کوچی","فرزانه کوچی"
7,"Laghman","35-1488-3068","Qazi Najibullah Jame","قاضی نجیب الله جامع","قاضی نجیب الله جامع"
7,"Laghman","35-1338-9","Assadullah Ahmadzai","اسدالله احمدزی","اسدالله احمدزی"
7,"Laghman","35-1169-73","Mohammad Khan Katawazai","محمد خان کټوازی","محمد خان کټوازی"
7,"Laghman","35-1687-90","Haji parwiz Arabzadah","حاجی پرویزعرب زاده","حاجی پرویزعرب زاده"
7,"Laghman","1-1417-1026","Mohammad Sediq Kuchi","محمد صدیق کوچی ","محمد صدیق کوچی "
7,"Laghman","35-1494-157","Mirwais Salam","میرویس سلام ","میرویس سلام "
7,"Laghman","35-1077-87","Rahima Taraki","رحیمه تره کی ","رحیمه تره کی "
7,"Laghman","1-1080-172","Mariam Sulaimankhel","مریم سلیمان خیل ","مریم سلیمان خیل "
7,"Laghman","35-1039-54","Ezat Khan Ahmadzai","عزت خان احمدزی","عزت خان احمدزی"
7,"Laghman","35-1439-17","Rasool Khan Kuchi","رسول خان کوچی","رسول خان کوچی"
7,"Laghman","35-1431-127","Mohammad Yousuf Saber","محمد یوسف صابر","محمد یوسف صابر"
7,"Laghman","35-1137-95","Dr Mansoor Mullakhel","داکتر منصور ملاخیل ","داکتر منصور ملاخیل "
7,"Laghman","35-1569-1194","Karima Shamrez Hotak","کریمه شمعریز هوتک ","کریمه شمعریز هوتک "
7,"Laghman","35-1077-26","Shir Ahmad Sawabdar","شیراحمد صوبدار","شیراحمد صوبدار"
7,"Laghman","35-1509-83","Mohammad Nabi Kuchi","محمد نبی کوچی","محمد نبی کوچی"
7,"Laghman","35-1186-15","Alhaj Haidar Jan Nayemzoi","الحاج حیدر جان نعیم زوی","الحاج حیدر جان نعیم زوی"
7,"Laghman","35-1021-2","Khanzada Afghan","خانزاده افغان ","خانزاده افغان "
7,"Laghman","1-1368-178","Nasima Neyazai","نسیمه نیازی ","نسیمه نیازی "
7,"Laghman","35-1755-166","Payenda Gull Ahmadzai","پاینده گل احمدزی","پاینده گل احمدزی"
7,"Laghman","35-1780-1100","Mirwais Hussainkhel","میرویس حسین خیل","میرویس حسین خیل"
7,"Laghman","35-1289-90","Sayed Mohammad Hariq","سید محمد حریق ","سید محمد حریق "
7,"Laghman","35-1441-41","Mohammad Rasool Qalatwal","محمدرسول قلاتوال","محمدرسول قلاتوال"
7,"Laghman","35-1269-88","Abdul Qader Kuchi","عبدالقادر کوچی ","عبدالقادر کوچی "
7,"Laghman","35-1685-23","Nangyalai Lawang","ننګیالی لونګ","ننګیالی لونګ"
7,"Laghman","35-1185-61","Habib Rahman Afghan","حبیب الرحمن افغان ","حبیب الرحمن افغان "
7,"Laghman","35-1441-33","Haji Enayatullah Sahraye","حاجی عنایت الله صحرایی","حاجی عنایت الله صحرایی"
7,"Laghman","35-1468-3052","Zulfaqar Stankizai","ذولفقار   ستانکزی","ذولفقار   ستانکزی"
7,"Laghman","35-1580-178","Afridi Kuchi","افریدی کوچی ","افریدی کوچی "
7,"Laghman","35-1245-1211","Farahnaz Durani","فرحناز درانی ","فرحناز درانی "
7,"Laghman","35-1585-85","Hamida Ahmadzai","حمیده احمدزی","حمیده احمدزی"
7,"Laghman","35-1078-18","Khan Wali Ahmadzai","خان ولی احمدزی","خان ولی احمدزی"
7,"Laghman","35-1325-43","Dawa khan Minapal","دواخان    مینه پال ","دواخان    مینه پال "
7,"Laghman","35-1661-1088","Najibullah Kuchi Isshaqzai","نجیب الله  کوچی اسحاق زی ","نجیب الله  کوچی اسحاق زی "
7,"Laghman","35-1795-139","Awal Gull Ahmadzai","اول گل احمدزی ","اول گل احمدزی "
7,"Laghman","35-1186-17","Haji Ghullam Nabi Kharoti","حاجی غلام نبی خروتی","حاجی غلام نبی خروتی"
7,"Laghman","35-1231-77","Alhaj Shah Wazir Tarakhel","الحاج شاه وزیر تره خیل","الحاج شاه وزیر تره خیل"
7,"Laghman","1-1357-1082","Mohammad Musa Ibrahimkhel","محمد موسی ابراهیم خیل ","محمد موسی ابراهیم خیل "
7,"Laghman","35-1141-25","Amanullah Ahmadzai","امان الله احمدزی","امان الله احمدزی"
7,"Laghman","35-1472-160","Zarghon Shah kakar","زرغون شاه کاکړ","زرغون شاه کاکړ"
7,"Laghman","35-1808-124","Delawar Faizan","دلاور فیضان ","دلاور فیضان "
7,"Laghman","1-1229-208","Pachah Ahmadzai","پاچاه احمدزی","پاچاه احمدزی"
7,"Laghman","1-1662-212","Bibi Lailuma","بی بی لیلمه","بی بی لیلمه"
7,"Laghman","1-1776-210","Haji Khan Mohammad Ahmadzoi","حاجی خان محمد احمدزوی","حاجی خان محمد احمدزوی"
9,"Baghlan","35-1672-151","Farzana Kuchi","فرزانه کوچی","فرزانه کوچی"
9,"Baghlan","35-1488-3068","Qazi Najibullah Jame","قاضی نجیب الله جامع","قاضی نجیب الله جامع"
9,"Baghlan","35-1338-9","Assadullah Ahmadzai","اسدالله احمدزی","اسدالله احمدزی"
9,"Baghlan","35-1169-73","Mohammad Khan Katawazai","محمد خان کټوازی","محمد خان کټوازی"
9,"Baghlan","35-1687-90","Haji parwiz Arabzadah","حاجی پرویزعرب زاده","حاجی پرویزعرب زاده"
9,"Baghlan","1-1417-1026","Mohammad Sediq Kuchi","محمد صدیق کوچی ","محمد صدیق کوچی "
9,"Baghlan","35-1494-157","Mirwais Salam","میرویس سلام ","میرویس سلام "
9,"Baghlan","35-1077-87","Rahima Taraki","رحیمه تره کی ","رحیمه تره کی "
9,"Baghlan","1-1080-172","Mariam Sulaimankhel","مریم سلیمان خیل ","مریم سلیمان خیل "
9,"Baghlan","35-1039-54","Ezat Khan Ahmadzai","عزت خان احمدزی","عزت خان احمدزی"
9,"Baghlan","35-1439-17","Rasool Khan Kuchi","رسول خان کوچی","رسول خان کوچی"
9,"Baghlan","35-1431-127","Mohammad Yousuf Saber","محمد یوسف صابر","محمد یوسف صابر"
9,"Baghlan","35-1137-95","Dr Mansoor Mullakhel","داکتر منصور ملاخیل ","داکتر منصور ملاخیل "
9,"Baghlan","35-1569-1194","Karima Shamrez Hotak","کریمه شمعریز هوتک ","کریمه شمعریز هوتک "
9,"Baghlan","35-1077-26","Shir Ahmad Sawabdar","شیراحمد صوبدار","شیراحمد صوبدار"
9,"Baghlan","35-1509-83","Mohammad Nabi Kuchi","محمد نبی کوچی","محمد نبی کوچی"
9,"Baghlan","35-1186-15","Alhaj Haidar Jan Nayemzoi","الحاج حیدر جان نعیم زوی","الحاج حیدر جان نعیم زوی"
9,"Baghlan","35-1021-2","Khanzada Afghan","خانزاده افغان ","خانزاده افغان "
9,"Baghlan","1-1368-178","Nasima Neyazai","نسیمه نیازی ","نسیمه نیازی "
9,"Baghlan","35-1755-166","Payenda Gull Ahmadzai","پاینده گل احمدزی","پاینده گل احمدزی"
9,"Baghlan","35-1780-1100","Mirwais Hussainkhel","میرویس حسین خیل","میرویس حسین خیل"
9,"Baghlan","35-1289-90","Sayed Mohammad Hariq","سید محمد حریق ","سید محمد حریق "
9,"Baghlan","35-1441-41","Mohammad Rasool Qalatwal","محمدرسول قلاتوال","محمدرسول قلاتوال"
9,"Baghlan","35-1269-88","Abdul Qader Kuchi","عبدالقادر کوچی ","عبدالقادر کوچی "
9,"Baghlan","35-1685-23","Nangyalai Lawang","ننګیالی لونګ","ننګیالی لونګ"
9,"Baghlan","35-1185-61","Habib Rahman Afghan","حبیب الرحمن افغان ","حبیب الرحمن افغان "
9,"Baghlan","35-1441-33","Haji Enayatullah Sahraye","حاجی عنایت الله صحرایی","حاجی عنایت الله صحرایی"
9,"Baghlan","35-1468-3052","Zulfaqar Stankizai","ذولفقار   ستانکزی","ذولفقار   ستانکزی"
9,"Baghlan","35-1580-178","Afridi Kuchi","افریدی کوچی ","افریدی کوچی "
9,"Baghlan","35-1245-1211","Farahnaz Durani","فرحناز درانی ","فرحناز درانی "
9,"Baghlan","35-1585-85","Hamida Ahmadzai","حمیده احمدزی","حمیده احمدزی"
9,"Baghlan","35-1078-18","Khan Wali Ahmadzai","خان ولی احمدزی","خان ولی احمدزی"
9,"Baghlan","35-1325-43","Dawa khan Minapal","دواخان    مینه پال ","دواخان    مینه پال "
9,"Baghlan","35-1661-1088","Najibullah Kuchi Isshaqzai","نجیب الله  کوچی اسحاق زی ","نجیب الله  کوچی اسحاق زی "
9,"Baghlan","35-1795-139","Awal Gull Ahmadzai","اول گل احمدزی ","اول گل احمدزی "
9,"Baghlan","35-1186-17","Haji Ghullam Nabi Kharoti","حاجی غلام نبی خروتی","حاجی غلام نبی خروتی"
9,"Baghlan","35-1231-77","Alhaj Shah Wazir Tarakhel","الحاج شاه وزیر تره خیل","الحاج شاه وزیر تره خیل"
9,"Baghlan","1-1357-1082","Mohammad Musa Ibrahimkhel","محمد موسی ابراهیم خیل ","محمد موسی ابراهیم خیل "
9,"Baghlan","35-1141-25","Amanullah Ahmadzai","امان الله احمدزی","امان الله احمدزی"
9,"Baghlan","35-1472-160","Zarghon Shah kakar","زرغون شاه کاکړ","زرغون شاه کاکړ"
9,"Baghlan","35-1808-124","Delawar Faizan","دلاور فیضان ","دلاور فیضان "
9,"Baghlan","1-1229-208","Pachah Ahmadzai","پاچاه احمدزی","پاچاه احمدزی"
9,"Baghlan","1-1662-212","Bibi Lailuma","بی بی لیلمه","بی بی لیلمه"
9,"Baghlan","1-1776-210","Haji Khan Mohammad Ahmadzoi","حاجی خان محمد احمدزوی","حاجی خان محمد احمدزوی"
12,"Paktika","35-1672-151","Farzana Kuchi","فرزانه کوچی","فرزانه کوچی"
12,"Paktika","35-1488-3068","Qazi Najibullah Jame","قاضی نجیب الله جامع","قاضی نجیب الله جامع"
12,"Paktika","35-1338-9","Assadullah Ahmadzai","اسدالله احمدزی","اسدالله احمدزی"
12,"Paktika","35-1169-73","Mohammad Khan Katawazai","محمد خان کټوازی","محمد خان کټوازی"
12,"Paktika","35-1687-90","Haji parwiz Arabzadah","حاجی پرویزعرب زاده","حاجی پرویزعرب زاده"
12,"Paktika","1-1417-1026","Mohammad Sediq Kuchi","محمد صدیق کوچی ","محمد صدیق کوچی "
12,"Paktika","35-1494-157","Mirwais Salam","میرویس سلام ","میرویس سلام "
12,"Paktika","35-1077-87","Rahima Taraki","رحیمه تره کی ","رحیمه تره کی "
12,"Paktika","1-1080-172","Mariam Sulaimankhel","مریم سلیمان خیل ","مریم سلیمان خیل "
12,"Paktika","35-1039-54","Ezat Khan Ahmadzai","عزت خان احمدزی","عزت خان احمدزی"
