"pc","list_position","x"
"Dahan Gulbanah Secondary School - 2306162",8,"#pc > option:nth-child(8)"
"Markaz Shahrak High School - 2306163",9,"#pc > option:nth-child(9)"
"Yakah Bed School - 2306164",10,"#pc > option:nth-child(10)"
"Bedan School - 2306176",11,"#pc > option:nth-child(11)"
"Shamurghak School - 2306177",12,"#pc > option:nth-child(12)"
"Sheneah Sabzwar School - 2307182",1,"#pc > option:nth-child(1)"
"Dahan Surkhak School - 2307183",2,"#pc > option:nth-child(2)"
"Sardewalak School - 2307184",3,"#pc > option:nth-child(3)"
"Sar Qul Talkhak School - 2307185",4,"#pc > option:nth-child(4)"
"Sarai Kerman School - 2307186",5,"#pc > option:nth-child(5)"
"Taltu Kerman School - 2307187",6,"#pc > option:nth-child(6)"
"Safarak Kerman School - 2307188",7,"#pc > option:nth-child(7)"
"Sya Khaki Kerman Primary School - 2307189",8,"#pc > option:nth-child(8)"
"Shor Qul School - 2307190",9,"#pc > option:nth-child(9)"
"Tagab Sayeed Mosque - 2307191",10,"#pc > option:nth-child(10)"
"Shahi School - 2307192",11,"#pc > option:nth-child(11)"
"Bareekak Secondary School - 2307193",12,"#pc > option:nth-child(12)"
"Sheneah Safid Aab Secondary School - 2307194",13,"#pc > option:nth-child(13)"
"Qalla Sar Asya Gak Mosque - 2307195",14,"#pc > option:nth-child(14)"
"Safid Chushmah Mosque - 2307196",15,"#pc > option:nth-child(15)"
"Safid Aab Boys High School - 2307197",16,"#pc > option:nth-child(16)"
"Qalla e Shahr Mosque - 2307198",17,"#pc > option:nth-child(17)"
"Sheneah Chapar Qul School - 2307199",18,"#pc > option:nth-child(18)"
"Sar Kamran Secondary School - 2307200",19,"#pc > option:nth-child(19)"
"Rashk Jame Mosque - 2307201",20,"#pc > option:nth-child(20)"
"Qalla e Shakarki Mosque - 2307202",21,"#pc > option:nth-child(21)"
"Imam Ali High School - 2307203",22,"#pc > option:nth-child(22)"
"Qulani School - 2307204",23,"#pc > option:nth-child(23)"
"Joqal School - 2307205",24,"#pc > option:nth-child(24)"
"Altah Tu School - 2307206",25,"#pc > option:nth-child(25)"
"Chashmah Padshah Primary School - 2307207",26,"#pc > option:nth-child(26)"
"Dahan Chakah School - 2307208",27,"#pc > option:nth-child(27)"
"Heegal Boys High School - 2307209",28,"#pc > option:nth-child(28)"
"Qalla Keshk School - 2307210",29,"#pc > option:nth-child(29)"
"Aab Bareek School - 2307211",30,"#pc > option:nth-child(30)"
"Qalla Dangak School - 2307212",31,"#pc > option:nth-child(31)"
"Gheeghanak School - 2307213",32,"#pc > option:nth-child(32)"
"Minar Primary School - 2307214",33,"#pc > option:nth-child(33)"
"Char Asyab School - 2307215",34,"#pc > option:nth-child(34)"
"Kham Shor School - 2307216",35,"#pc > option:nth-child(35)"
"Katah Chshmah School - 2307217",36,"#pc > option:nth-child(36)"
"Sang Zard School - 2307218",37,"#pc > option:nth-child(37)"
"Bekh Sang School - 2307219",38,"#pc > option:nth-child(38)"
"Sar Soukhtah High School - 2307220",39,"#pc > option:nth-child(39)"
"Chashmah Sya Secondary School - 2307221",40,"#pc > option:nth-child(40)"
"Garm Aab Sufla School - 2307222",41,"#pc > option:nth-child(41)"
"Qalla Jungal Mosque - 2307223",42,"#pc > option:nth-child(42)"
"Sang Shandah School - 2307224",43,"#pc > option:nth-child(43)"
"Qazal School - 2307225",44,"#pc > option:nth-child(44)"
"Zarni Secondary School - 2308228",1,"#pc > option:nth-child(1)"
"Zelargak Secondary School - 2308229",2,"#pc > option:nth-child(2)"
"Neeli School - 2308230",3,"#pc > option:nth-child(3)"
"Astwan Boys Secondary School - 2308231",4,"#pc > option:nth-child(4)"
"Sarkali Mosque - 2308232",5,"#pc > option:nth-child(5)"
"Asfoor School - 2308233",6,"#pc > option:nth-child(6)"
"Aanah Boys Secondary School - 2308234",7,"#pc > option:nth-child(7)"
"Pas Qalla High School - 2308244",8,"#pc > option:nth-child(8)"
"Zahi Nowroz School - 2308245",9,"#pc > option:nth-child(9)"
"Asheqan School - 2308247",10,"#pc > option:nth-child(10)"
"Pai Hesar Mosque - 2308248",11,"#pc > option:nth-child(11)"
"Kham Pai Hesar School - 2308249",12,"#pc > option:nth-child(12)"
"Seb Talkh School - 2308250",13,"#pc > option:nth-child(13)"
"Larqah Girls School - 2308251",14,"#pc > option:nth-child(14)"
"Khuzbagag School - 2308252",15,"#pc > option:nth-child(15)"
"Qubah School - 2308253",16,"#pc > option:nth-child(16)"
"Yageen Primary School - 2308254",17,"#pc > option:nth-child(17)"
"Sayed Abdullah Alawi High School - 2309260",1,"#pc > option:nth-child(1)"
"Guldan Girls School - 2309262",2,"#pc > option:nth-child(2)"
"Deh Surkh Jame Mosque - 2309263",3,"#pc > option:nth-child(3)"
"Chahar Rah Tolak School - 2309266",4,"#pc > option:nth-child(4)"
"Gazak School - 2309267",5,"#pc > option:nth-child(5)"
"Manak Sufla Secondary School - 2310275",1,"#pc > option:nth-child(1)"
"Shiekh Mohammad Saghar School - 2310276",2,"#pc > option:nth-child(2)"
"Health Clinic - 2310277",3,"#pc > option:nth-child(3)"
"Falizi Mosque - 2310278",4,"#pc > option:nth-child(4)"
"Khairnak Secondary School - 2310280",5,"#pc > option:nth-child(5)"
"Tazri Sadat Secondary School - 2310282",6,"#pc > option:nth-child(6)"
"Zainabiah Sangoom High School - 2401001",1,"#pc > option:nth-child(1)"
"Sangoom Boys High School - 2401002",2,"#pc > option:nth-child(2)"
"Sar Neeli Girls School - 2401003",3,"#pc > option:nth-child(3)"
"Chahardar High School - 2401004",4,"#pc > option:nth-child(4)"
"Rubat Dasht High School - 2401005",5,"#pc > option:nth-child(5)"
"Hajdi School - 2401006",6,"#pc > option:nth-child(6)"
"Mesh Sufla School - 2401007",7,"#pc > option:nth-child(7)"
"Mesh Ulya Mosque - 2401008",8,"#pc > option:nth-child(8)"
"Khakbad Girls High School - 2401009",9,"#pc > option:nth-child(9)"
"Ghadar High School - 2401010",10,"#pc > option:nth-child(10)"
"Pai Neeli Mosque - 2401011",11,"#pc > option:nth-child(11)"
"Agriculture Vocational Institute - 2401012",12,"#pc > option:nth-child(12)"
"Lazeer Boys High School - 2401013",13,"#pc > option:nth-child(13)"
"Dahan Omersha Mosque - 2401014",14,"#pc > option:nth-child(14)"
"Khak e Mohammad Mosque - 2401015",15,"#pc > option:nth-child(15)"
"Peshok Bazar Mosque - 2401016",16,"#pc > option:nth-child(16)"
"Qul Qadeer Boys School - 2401017",17,"#pc > option:nth-child(17)"
"Sang Safid High School - 2401018",18,"#pc > option:nth-child(18)"
"Fatimiah Mosque - 2401019",19,"#pc > option:nth-child(19)"
"Jaraf Girls High School - 2401020",20,"#pc > option:nth-child(20)"
"Menbar e Jaw Qul - 2401021",21,"#pc > option:nth-child(21)"
"Sheesh Girls School - 2401022",22,"#pc > option:nth-child(22)"
"Myanah Qul Mosque - 2401023",23,"#pc > option:nth-child(23)"
"Sewak Boys High School - 2401024",24,"#pc > option:nth-child(24)"
"Darah e Rubat Khushk Mosque - 2401025",25,"#pc > option:nth-child(25)"
"Menbar Talkhak Bazar - 2401026",26,"#pc > option:nth-child(26)"
"Ashkarabad Boys Secondary School - 2402027",1,"#pc > option:nth-child(1)"
"Asho Gholka Mosque - 2402028",2,"#pc > option:nth-child(2)"
"Rakhan Mosque - 2402029",3,"#pc > option:nth-child(3)"
"Geeru Girls High School - 2402030",4,"#pc > option:nth-child(4)"
"Bi Bi Hajer Primary School - 2402031",5,"#pc > option:nth-child(5)"
"Awlak Mosque - 2402032",6,"#pc > option:nth-child(6)"
"Sayed Ahmad Social Gathering Hall - 2402033",7,"#pc > option:nth-child(7)"
"Mamlooq Girls High School - 2402034",8,"#pc > option:nth-child(8)"
"Jangalak Boys High School - 2402035",9,"#pc > option:nth-child(9)"
"Chabrasak Boys High School - 2402036",10,"#pc > option:nth-child(10)"
"Ghaf Girls High School - 2402037",11,"#pc > option:nth-child(11)"
"Faizabad Girls High School - 2402038",12,"#pc > option:nth-child(12)"
"Ghochan Girls High School - 2402039",13,"#pc > option:nth-child(13)"
"Tagag High School - 2402040",14,"#pc > option:nth-child(14)"
"Khwajah Chesht Boys Primary School - 2402041",15,"#pc > option:nth-child(15)"
"Alqan Boys High School - 2402042",16,"#pc > option:nth-child(16)"
"Pai Mahar Primary School - 2402043",17,"#pc > option:nth-child(17)"
"Bi Bi Nargis Katoot Girls High School - 2402044",18,"#pc > option:nth-child(18)"
"Bintul Huda Girls High School - 2402045",19,"#pc > option:nth-child(19)"
"Waras School - 2402046",20,"#pc > option:nth-child(20)"
"Aab Bakhsh Ghasoor Mosque - 2402047",21,"#pc > option:nth-child(21)"
"Sahib ul Zaman Khak Shahi Mosque - 2402048",22,"#pc > option:nth-child(22)"
"Fatimatul Zahra Girls High School - 2402049",23,"#pc > option:nth-child(23)"
"Noorul Huda ChowkShahr Girls High School - 2402050",24,"#pc > option:nth-child(24)"
"Wargha Girls High School - 2402051",25,"#pc > option:nth-child(25)"
"Shaneah Jawz School - 2402052",26,"#pc > option:nth-child(26)"
"Dahan Deh Osho Mosque - 2402053",27,"#pc > option:nth-child(27)"
"Safid Pushtah Mosque - 2402054",28,"#pc > option:nth-child(28)"
"Peetab Largar Mosque - 2402055",29,"#pc > option:nth-child(29)"
"Palaleech Mosque - 2402056",30,"#pc > option:nth-child(30)"
"Tagab Largar Mosque - 2402057",31,"#pc > option:nth-child(31)"
"Tagab Ghaibi Mosque - 2402058",32,"#pc > option:nth-child(32)"
"Chah Mosque - 2402059",33,"#pc > option:nth-child(33)"
"Sad Khanah Char Aspan Boys High School - 2402060",34,"#pc > option:nth-child(34)"
"Barlan Girls High School - 2402061",35,"#pc > option:nth-child(35)"
"Zojok Mosque - 2402062",36,"#pc > option:nth-child(36)"
"Awri Mazar Azmok Mosque - 2402063",37,"#pc > option:nth-child(37)"
"Shalaj Mosque - 2402064",38,"#pc > option:nth-child(38)"
"Azmok Mosque - 2402065",39,"#pc > option:nth-child(39)"
"Shaneah Boys High School - 2402066",40,"#pc > option:nth-child(40)"
"Tagab Bala Qul Mosque - 2402067",41,"#pc > option:nth-child(41)"
"Shewnah Qul Boys Secondary School - 2402068",42,"#pc > option:nth-child(42)"
"Pushtah Joi Amej Mosque - 2402069",43,"#pc > option:nth-child(43)"
"Saraf Girls High School - 2402070",44,"#pc > option:nth-child(44)"
"Kandeer Lorah Shew Mosque - 2403071",1,"#pc > option:nth-child(1)"
"Tagab Dar Boys High School - 2403072",2,"#pc > option:nth-child(2)"
"Rubat Tar Lorah Shew Mosque - 2403073",3,"#pc > option:nth-child(3)"
"Zain Lorah Shew Clinic - 2403074",4,"#pc > option:nth-child(4)"
"Mash Zari Tagab Dar Saloon (Social Hall) - 2403075",5,"#pc > option:nth-child(5)"
"Sahwar Tagab Dar Mosque - 2403076",6,"#pc > option:nth-child(6)"
"Beeri Boys High School - 2403077",7,"#pc > option:nth-child(7)"
"Karezak Beeri Mosque - 2403078",8,"#pc > option:nth-child(8)"
"Deyar Sar Tagab Jame Mosque - 2403079",9,"#pc > option:nth-child(9)"
"Saranj Fakhoor High School - 2403080",10,"#pc > option:nth-child(10)"
"Hussain Qakhoo High School - 2403081",11,"#pc > option:nth-child(11)"
"Sayed Jamaluddin Afghan High School, Tamzan - 2403083",12,"#pc > option:nth-child(12)"
"Fatimatul Zahra High School, Wageer - 2403084",13,"#pc > option:nth-child(13)"
"Band e Pushdaram Hospital - 2404085",1,"#pc > option:nth-child(1)"
"Chahardah Masoom Kaman Mosque - 2404086",2,"#pc > option:nth-child(2)"
"Imam Hasan Mujtaba Mosque, Luran Khushk - 2404087",3,"#pc > option:nth-child(3)"
"Nawjok Boys High School - 2404088",4,"#pc > option:nth-child(4)"
"Dahan Deh Yak Mosque - 2404089",5,"#pc > option:nth-child(5)"
"Quchanqi Boys High School - 2404090",6,"#pc > option:nth-child(6)"
"Surkh Joi Mosque - 2404091",7,"#pc > option:nth-child(7)"
"Imam Sajad Taleej Mosque - 2404092",8,"#pc > option:nth-child(8)"
"Azadi Khoshag School - 2404093",9,"#pc > option:nth-child(9)"
"Sahibul Zaman Mosque - 2404094",10,"#pc > option:nth-child(10)"
"Negleej Boys High School - 2404095",11,"#pc > option:nth-child(11)"
"Sang Mahkam Mosque - 2404096",12,"#pc > option:nth-child(12)"
"Quleelah e Abdi Mosque - 2404097",13,"#pc > option:nth-child(13)"
"Hazrat Salman Masrook Mosque - 2404098",14,"#pc > option:nth-child(14)"
"Imam Sajad Ahingar Mosque - 2404099",15,"#pc > option:nth-child(15)"
"Myanah Ghochan Mosque - 2404100",16,"#pc > option:nth-child(16)"
"Sya Nahoor Boys High School - 2404101",17,"#pc > option:nth-child(17)"
"Imam Sadeq Fahrestan High School - 2404102",18,"#pc > option:nth-child(18)"
"Safid Sang Mosque - 2404103",19,"#pc > option:nth-child(19)"
"Sar Talah Madrassah - 2404104",20,"#pc > option:nth-child(20)"
"Myanah Ishtarli Boys Secondary School - 2404105",21,"#pc > option:nth-child(21)"
"Rang Derakht Boys High School - 2404106",22,"#pc > option:nth-child(22)"
"Sabz Galli Mosque - 2404107",23,"#pc > option:nth-child(23)"
"Chawesh Boys High School - 2404108",24,"#pc > option:nth-child(24)"
"Imam Jafar Sadeq Jangan Khord Mosque - 2404109",25,"#pc > option:nth-child(25)"
"Qalla e Karam Zarjangan new Mosque - 2404110",26,"#pc > option:nth-child(26)"
"Imam Raza Jangan Mosque - 2404111",27,"#pc > option:nth-child(27)"
"Resalat Chakah Jangan Mosque - 2404112",28,"#pc > option:nth-child(28)"
"Chahardah Masoum Kakrag Mosque - 2404113",29,"#pc > option:nth-child(29)"
"Dahan Kholgag Mosque - 2404114",30,"#pc > option:nth-child(30)"
"Sewak Sya Darah Secondary School - 2404115",31,"#pc > option:nth-child(31)"
"Korgah Sufla Boys High School - 2404116",32,"#pc > option:nth-child(32)"
"Shelan Korgah Boys High School - 2404117",33,"#pc > option:nth-child(33)"
"Jawzakyan Mosque - 2405118",1,"#pc > option:nth-child(1)"
"Weer School - 2405119",2,"#pc > option:nth-child(2)"
"Kyan Boys and Girls School - 2405120",3,"#pc > option:nth-child(3)"
"Syah Band Peshtroq School - 2405121",4,"#pc > option:nth-child(4)"
"Petabak Korgah School - 2405122",5,"#pc > option:nth-child(5)"
"Karas Korgah School - 2405123",6,"#pc > option:nth-child(6)"
"Sarab Sang Chalak Mosque - 2405124",7,"#pc > option:nth-child(7)"
"Sheneah Khadeer Ulya Mosque - 2405125",8,"#pc > option:nth-child(8)"
"Sar Qul Khadeer Secondary School - 2405126",9,"#pc > option:nth-child(9)"
"Khadeer Sufla Mosque - 2405127",10,"#pc > option:nth-child(10)"
"Shaneah Jalil Pasiband Mosque - 2405128",11,"#pc > option:nth-child(11)"
"Dahan Sai Pasi Band School - 2405129",12,"#pc > option:nth-child(12)"
"Peetab Joi Shalgham Mosque - 2405130",13,"#pc > option:nth-child(13)"
"Abdarah Gham Qul School - 2405131",14,"#pc > option:nth-child(14)"
"Dector Khairkhana Mosque - 2405132",15,"#pc > option:nth-child(15)"
"Dahan Keeti Girls Primary School - 2405133",16,"#pc > option:nth-child(16)"
"Dahan Gham Qul School - 2405134",17,"#pc > option:nth-child(17)"
"Gazbeeri High School - 2405135",18,"#pc > option:nth-child(18)"
"Ali Abad Abegag School - 2405136",19,"#pc > option:nth-child(19)"
"Dahan Surkh Qolak School - 2405137",20,"#pc > option:nth-child(20)"
"Bazar Keeti Mosque - 2405138",21,"#pc > option:nth-child(21)"
"Shakardarah Boys High School - 2405139",22,"#pc > option:nth-child(22)"
"Dastani School - 2405140",23,"#pc > option:nth-child(23)"
"Kamoor Mosque - 2405141",24,"#pc > option:nth-child(24)"
"Chaghan School - 2405142",25,"#pc > option:nth-child(25)"
"Khak Faqeer Mosque - 2405143",26,"#pc > option:nth-child(26)"
"Buzi village Mosque - 2405144",27,"#pc > option:nth-child(27)"
"Dector Mosque - 2405145",28,"#pc > option:nth-child(28)"
"Kalwah Mosque - 2405146",29,"#pc > option:nth-child(29)"
"Sar Keeso School - 2406147",1,"#pc > option:nth-child(1)"
"Gholah Keeso School - 2406148",2,"#pc > option:nth-child(2)"
"Sarbagh Keeso Mosque - 2406149",3,"#pc > option:nth-child(3)"
"Shuru Keeso Mosque - 2406150",4,"#pc > option:nth-child(4)"
"Royan Mosque - 2406151",5,"#pc > option:nth-child(5)"
"Hoshi Mosque - 2406152",6,"#pc > option:nth-child(6)"
"Monami Mosque - 2406153",7,"#pc > option:nth-child(7)"
"Shneah Keeti School - 2406154",8,"#pc > option:nth-child(8)"
"Tamran School - 2406155",9,"#pc > option:nth-child(9)"
"Sar Tamaran School - 2406156",10,"#pc > option:nth-child(10)"
"Komi Mosque - 2406157",11,"#pc > option:nth-child(11)"
"Sangeenak School - 2406158",12,"#pc > option:nth-child(12)"
"Kharnek School - 2406159",13,"#pc > option:nth-child(13)"
"Hazrat Mustafa School - 2406160",14,"#pc > option:nth-child(14)"
"Shalizar Mosque - 2406161",15,"#pc > option:nth-child(15)"
"Karwan Sarai School - 2406162",16,"#pc > option:nth-child(16)"
"Panor School - 2406163",17,"#pc > option:nth-child(17)"
"Korangag School - 2406164",18,"#pc > option:nth-child(18)"
"Mozarmi School - 2406165",19,"#pc > option:nth-child(19)"
"Sartaghan Mosque - 2406166",20,"#pc > option:nth-child(20)"
"Tajreeb Mosque - 2406167",21,"#pc > option:nth-child(21)"
"Ghareenj Mosque - 2406168",22,"#pc > option:nth-child(22)"
"Urgan Mosque - 2406169",23,"#pc > option:nth-child(23)"
"Zawar Ali Aabi Mosque - 2407170",1,"#pc > option:nth-child(1)"
"Ghachoorak Mosque - 2407171",2,"#pc > option:nth-child(2)"
"Tundak Nek Mosque - 2407172",3,"#pc > option:nth-child(3)"
"Sar Qul Nek Aabi - 2407173",4,"#pc > option:nth-child(4)"
"Khwajah Ghar School - 2407174",5,"#pc > option:nth-child(5)"
"Tasleech School - 2407175",6,"#pc > option:nth-child(6)"
"Nehal Boys High School - 2407176",7,"#pc > option:nth-child(7)"
"Dahan Qul School - 2407177",8,"#pc > option:nth-child(8)"
"Chahar Sad Khanah Boys High School - 2407178",9,"#pc > option:nth-child(9)"
"Naak Sufla Mosque - 2407179",10,"#pc > option:nth-child(10)"
"Watanah Boys High School - 2407180",11,"#pc > option:nth-child(11)"
"Band e Bareek Narkhesi Mosque - 2407181",12,"#pc > option:nth-child(12)"
"Du Jehan Tekan Barkar Mosque - 2407182",13,"#pc > option:nth-child(13)"
"Sheneah Barkar School - 2407183",14,"#pc > option:nth-child(14)"
"Dahan Dar Rah School - 2407184",15,"#pc > option:nth-child(15)"
"Tai Barkar Mosque - 2407185",16,"#pc > option:nth-child(16)"
"Bardez Mosque - 2407186",17,"#pc > option:nth-child(17)"
"Koraf Asterak School - 2407187",18,"#pc > option:nth-child(18)"
"Sangan School - 2407188",19,"#pc > option:nth-child(19)"
"Zemra Folad Mosque - 2407189",20,"#pc > option:nth-child(20)"
"Tai Warseel Girls School - 2407190",21,"#pc > option:nth-child(21)"
"Surkh Joi Rubat Girls School - 2407191",22,"#pc > option:nth-child(22)"
"Kalan Qul Rubat - 2407192",23,"#pc > option:nth-child(23)"
"Chahar Shanbah School - 2407193",24,"#pc > option:nth-child(24)"
"Syah Bomak Rubat Mosque - 2407194",25,"#pc > option:nth-child(25)"
"Gurgi village Mosque - 2407195",26,"#pc > option:nth-child(26)"
"Warbargot Mosque - 2407196",27,"#pc > option:nth-child(27)"
"Ownah Burger School - 2407197",28,"#pc > option:nth-child(28)"
"Bazar Jawz Mosque - 2407198",29,"#pc > option:nth-child(29)"
"Shaeedan Charkh School - 2407199",30,"#pc > option:nth-child(30)"
"Joi Toot School - 2407200",31,"#pc > option:nth-child(31)"
"Myanah Nalach Mosque - 2407201",32,"#pc > option:nth-child(32)"
"Takhawi Boys School - 2407202",33,"#pc > option:nth-child(33)"
"Patab Qanghoor Mosque - 2407203",34,"#pc > option:nth-child(34)"
"Zaagh Murdah Sar e Qul Mosque - 2407204",35,"#pc > option:nth-child(35)"
"Tagab School - 2407205",36,"#pc > option:nth-child(36)"
"Bagh Ulya Mosque - 2407206",37,"#pc > option:nth-child(37)"
"Uroos Ulya Mosque - 2407207",38,"#pc > option:nth-child(38)"
"Askan Girls School - 2407208",39,"#pc > option:nth-child(39)"
"Tuqman Darah Mosque - 2407209",40,"#pc > option:nth-child(40)"
"Yaka wa Montah School - 2407210",41,"#pc > option:nth-child(41)"
"Rako Mosque - 2407211",42,"#pc > option:nth-child(42)"
"Aazrakah Mir Ghulam Mosque - 2407212",43,"#pc > option:nth-child(43)"
"Tai Jang Mosque - 2407213",44,"#pc > option:nth-child(44)"
"Sheenah Ashtu Mosque - 2407214",45,"#pc > option:nth-child(45)"
"Talkhak Shiekh Ali High School  - 2408215",1,"#pc > option:nth-child(1)"
"Qalla Sangi Mosque - 2408216",2,"#pc > option:nth-child(2)"
"Amirul Momineen Jame Mosque - 2408217",3,"#pc > option:nth-child(3)"
